"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in Amazon US","Recommended in eBay US","Recommended in Walmart US","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Shipping to US by:","Shipping cost to US","Amazon US Total Sales (CAD)","Amazon US Estimated Unit Sales Per Month","Amazon US Price (CAD)","Amazon US Buy Box Price (CAD)","Amazon US Seller Offer : Id","Amazon US Seller Offer : Name","Amazon US Seller Offer : Price","Amazon US Seller Offer : Is Prime Eligible","Amazon US Seller Offer : Is Buy Box Winner","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (CAD)","Amazon US Market fee (CAD)","Amazon US FBA fee (CAD)","Amazon US Tax (CAD)","Amazon US Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (CAD)","eBay US Estimated Unit Sales Per Month","eBay US Price (CAD)","eBay US Seller Offer : Id","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (CAD)","eBay US Market fee (CAD)","eBay US PayPal fee (CAD)","eBay US Tax (CAD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Shipping to US by:","Shipping cost to US","Walmart US Total Sales (CAD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (CAD)","Walmart US Seller Offer : Name","Walmart US Seller Offer : Price","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US % Profit","Walmart US Profit (CAD)","Walmart US Market fee (CAD)","Walmart US Tax (CAD)","Walmart US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"43396445840","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"883929397518","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"672781010006","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25192630224","true","1.0","US","Could not identify the product from a valid resource","Kicking & Screaming (DVD, 2005) Will Ferrell, Robert Duvall, Kate Walsh.","Kicking & Screaming (DVD, 2005) Will Ferrell, Robert Duvall, Kate Walsh..","[25192630224;025192630224]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","115132762173","USPS","4.34","0.0","0","6.41","darronlassiter","https://www.ebay.com/itm/Kicking-Screaming-DVD-2005-Ferrell-Robert-Duvall-Kate-Walsh-/115132762173","UNAVAILABLE","-11.0","-11.0","-0.73","0.00","0.57","0.00",,"true","ID","4122972","USPS","4.34","0.0","0","8.08",,,"https://www.walmart.com/ip/4122972","UNAVAILABLE","4.0","4.0","0.30","1.21","0.00",,,,,,,,,"4.0","4.0","7.0","0.63","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"65935826118","true","1.0","US","Could not identify the product from a valid resource","Last Chance Harvey (DVD) Dustin Hoffman, Emma Thompson","New Track Page Views With Auctiva's FREE Counter","[65935826118;065935826118]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","255292213264","USPS","3.76","0.0","0","6.90","mapamod","https://www.ebay.com/itm/Last-Chance-Harvey-DVD-Dustin-Hoffman-Emma-Thompson-/255292213264","UNAVAILABLE","7.0","7.0","0.49","0.00","0.59","0.00",,"true","ID","141669099","USPS","3.76","0.0","0","11.49",,,"https://www.walmart.com/ip/141669099","UNAVAILABLE","34.0","34.0","3.93","1.72","0.00",,,,,,,,,"7.0","1.0","10.0","0.50","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTAwN1g3Njg=/z/rrgAAOSwwTphw7UD/$_57.JPG?set_id=8800005007"
"11575035359","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"807581507153","true","1.0","US","AIDUCFGG7001","Poupees Russes, Les [DVD] (1990) C","Poupees Russes, Les [DVD] (1990) C","[807581507153]","[0807581507153]","B000CR8QTI",,"false","false",,,"true","ID","B000CR8QTI","USPS","3.37","124.5","5","31.99","31.99","A7RYKKV5CD58U","1UP Video Games, Books & DVDs","31.99","true","true","No","true","https://www.amazon.com/dp/B000CR8QTI","LOW","68.0","Dvd","367785","Dvd","367785","1","68.0","21.85","4.80","3.94","0.00",,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""DVD""]","Gay & Lesbian Video","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[{""languageName"":""french"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1990-01-01","https://m.media-amazon.com/images/I/51VoF-5jUzL.jpg"
"25195013963","true","1.0","US","Could not identify the product from a valid resource","Knocked Up (Two-Disc Unrated Collector's Edition) NEW","30 Day Warranty Quality Used Parts Fast Shipping Super   Fast  Auto   Parts Knocked Up (Two-Disc Unrated Collector's Edition) NEW See our other items       Item Condition       Shipping It is the buyer's responsibility to inspect all photos carefully before purchasing. PLEASE VERIFY COMPATIBILITY BEFORE BUYING. BUYER IS SOLELY RESPONSIBLE FOR PART FITMENT.  ​​​​​​​​​​​​​​​​​​​​​ Please make sure to match your part number. Our normal processing times are 1 business day for regular sized items,   and 2 business days for over-sized items. Shipping prices for ground apply only to the 48 continental United States.​​​​​​​ Please note that we will only ship to the same billing address that payment is made from. We can offer local pickup for most of our items - please contact us for our address.       Returns All returns must be made within 30 days of item being received by the buyer only if the item is non-functional or if it differs substantially from the description. ​​​​​​​ Please ask any questions prior to bidding and verify the fit in your application with your local dealer or an independent source. Buyer is fully responsible for the shipping cost of the return. Shipping and handling fees are non-refundable.  ​​​​​​​​​​​​​​Most of our products are offered with free shipping, which means the shipping cost has been included in the price to provide you with the total cost of the order. You will be refunded the purchase price minus our shipping costs as soon as your item is returned to us.  All electronics are tested before removal from vehicles.  ​​​​​​​ Terms and Conditions By purchasing our item you agree to our terms and conditions We offer a 30 DAY WARRANTY on all our parts. YOU WILL RECEIVE THE EXACT PART SHOWN IN THE PHOTOS. All our parts are tested either before or after removal from the vehicle. Item may show light scuffs, scratches or other imperfections as this is a used part. We are not liable to pay for any labor fees associated with the installation or removal of any parts, or any damages caused by the incorrect installation or failure of any of our parts.  The 30 day warranty applies to the part purchased only.        Contact Us If you have a question about any part please contact us BEFORE purchasing. If you need additional parts for any vehicle that we have parts listed for, you may contact us through eBay or Call/Text to (909) 334-2212 Once your item is received in satisfactory condition, please leave us feedback.  At Super Fast Auto Parts, we take your full satisfaction seriously, if there is a concern or issue that would cause you to leave negative feedback, please contact us first and we will do our best to resolve the problem. Thank you for your business!​​​​​​​ 30 Day Warranty Quality Used Parts Fast Shipping Knocked Up (Two-Disc Unrated Collector's Edition) NEW Super   Fast  Auto   Parts See our other items       Item Condition It is the buyer's responsibility to inspect all photos carefully before purchasing. PLEASE VERIFY COMPATIBILITY BEFORE BUYING. BUYER IS SOLELY RESPONSIBLE FOR PART FITMENT.  ​​​​​​​​​​​​​​​​​​​​​ Please make sure to match your part number.       Shipping Our normal processing times are 1 business day for regular sized items,   and 2 business days for over-sized items. Shipping prices for ground apply only to the 48 continental United States.​​​​​​​ Please note that we will only ship to the same billing address that payment is made from. We can offer local pickup for most of our items - please contact us for our address.       Returns All returns must be made within 30 days of item being received by the buyer only if the item is non-functional or if it differs substantially from the description. ​​​​​​​ Please ask any questions prior to bidding and verify the fit in your application with your local dealer or an independent source. Buyer is fully responsible for the shipping cost of the return. Shipping and handling fees are non-refundable.  ​​​​​​​​​​​​​​Most of our products are offered with free shipping, which means the shipping cost has been included in the price to provide you with the total cost of the order. You will be refunded the purchase price minus our shipping costs as soon as your item is returned to us.  All electronics are tested before removal from vehicles.  ​​​​​​​ Terms and Conditions By purchasing our item you agree to our terms and conditions We offer a 30 DAY WARRANTY on all our parts. YOU WILL RECEIVE THE EXACT PART SHOWN IN THE PHOTOS. All our parts are tested either before or after removal from the vehicle. Item may show light scuffs, scratches or other imperfections as this is a used part. We are not liable to pay for any labor fees associated with the installation or removal of any parts, or any damages caused by the incorrect installation or failure of any of our parts.  The 30 day warranty applies to the part purchased only.        Contact Us If you have a question about any part please contact us BEFORE purchasing. If you need additional parts for any vehicle that we have parts listed for, you may contact us through eBay or Call/Text to (909) 334-2212 Once your item is received in satisfactory condition, please leave us feedback.  At Super Fast Auto Parts, we take your full satisfaction seriously, if there is a concern or issue that would cause you to leave negative feedback, please contact us first and we will do our best to resolve the problem. Thank you for your business!​​​​​​​","[25195013963;025195013963]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","173844325164",,,"4.99","1","5.28","super_fast_auto_parts","https://www.ebay.com/itm/Knocked-Up-Two-Disc-Unrated-Collectors-Edition-NEW-/173844325164","UNAVAILABLE","71.0","71.0","3.74","0.00","0.54","0.00",,"true","ID","6959927",,,"0.0","0","14.05",,,"https://www.walmart.com/ip/6959927","UNAVAILABLE","78.0","78.0","10.95","2.11","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"883904134725","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"779535020233","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12569736597","true","1.0","US","Could not identify the product from a valid resource","Poseidon (DVD, 2006, Full Screen) with Josh Lucas, Kurt Russell Brand New Sealed","Poseidon (DVD, 2006, Full Screen) with Josh Lucas, Kurt Russell Brand New Sealed.","[12569736597;012569736597]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","175375987177","USPS","6.86","0.0","0","10.26","fieldy2276","https://www.ebay.com/itm/Poseidon-DVD-2006-Full-Screen-Josh-Lucas-Kurt-Russell-Brand-New-Sealed-/175375987177","UNAVAILABLE","-2.0","-2.0","-0.23","0.00","0.68","0.00",,"true","ID","5083487","USPS","6.86","0.0","0","10.26",,,"https://www.walmart.com/ip/5083487","UNAVAILABLE","-11.0","-11.0","-1.09","1.54","0.00",,,,,,,,,"5.0","2.0","8.0","1.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/ODA0WDczNA==/z/hfQAAOSwtWBi7332/$_12.JPG?set_id=880000500F"
"56035364440","false","1.0","US","AIDA93VOC001","Lowepro Dashpoint 30 Grey Camera Cases and Covers","Lowepro Dashpoint 30 Grey Camera Cases and Covers","[56035364440;560353644400]","[0560353644400]","B00DZRSHWI",,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"Lowepro","36444","Gray","4.84","5.63","4.33","0.22","4.84","4.33","5.63","0.22","OFFICIAL",,"36444","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Lowepro","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Lowepro","Data could not be retrieved","Data could not be retrieved","Lowepro","Data could not be retrieved","https://m.media-amazon.com/images/I/21xngRl94DL.jpg"
"68113113117","true","1.0","US","AIDL93VOC001","ONN Coax Cable Wall Plate","ONN Coax Cable Wall Plate","[681131131179]","[0681131131179]","B01LYEOJYQ",,"false","false","false","false","true","ID","B01LYEOJYQ","USPS","3.37",,,"7.70","6.41","A9P3ZUNS6T2LW","The SSMac Shoppes","6.41","true","true","Data not available","true","https://www.amazon.com/dp/B01LYEOJYQ","UNAVAILABLE","-58.0","Categories",,,,"3","-58.0","-4.43","6.80","3.94","0.00","Displaying lowest price from a high-ranked seller ; Listing price includes shipping","true","keywords","175204423541","USPS","3.37","0.0","0","16.69",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=175204423541","UNAVAILABLE","57.0","57.0","9.48","1.00","0.87","0.00","Listing identified using keywords","true","ID","52331057","USPS","3.37","0.0","0","4.97",,,"https://www.walmart.com/ip/52331057","UNAVAILABLE","-22.0","-22.0","-1.10","0.75","0.00",,"ONN",,,,,,,"3.5","0.71","4.41","0.10","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Onn","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Onn","Data could not be retrieved","Data could not be retrieved","Onn","Data could not be retrieved","https://m.media-amazon.com/images/I/31XTWnIEYzL.jpg"
"774212114847","true","1.0","US","Could not identify the product from a valid resource","Poms [DVD]","Poms [DVD]","[774212114847]","[0774212114847]","B07SXL4MVQ",,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","keywords","124885449104","USPS","3.37","0.0","0","7.64",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=124885449104","UNAVAILABLE","13.0","13.0","1.01","0.69","0.60","0.00","Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,,,,"5.2","0.47","7.8","0.13","OFFICIAL",,"Data could not be retrieved","2019-08-06","[""Diane Keaton"",""Charlie Tahan"",""Bruce McGill"",""Celia Weston"",""Phyllis Somerville"",""Rhea Perlman"",""Jacki Weaver"",""Pam Grier""]","Data could not be retrieved","1.85:1","PG (Parental Guidance Suggested)","Data could not be retrieved","[{""name"":""Kelly McCormick"",""role"":""Producer""},{""name"":""Alex Saks"",""role"":""Producer""},{""name"":""Andy Evans"",""role"":""Producer""},{""name"":""Ade Shannon"",""role"":""Producer""},{""name"":""Celyn Jones"",""role"":""Producer""},{""name"":""Sean Marley"",""role"":""Producer""},{""name"":""Rose Ganguzza"",""role"":""Producer""},{""name"":""Shane Atkinson"",""role"":""Writer""}]","[""Zara Hayes""]","Data could not be retrieved","DVD","Data could not be retrieved","[""NTSC"",""Subtitled""]","Comedy","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","[{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","{""value"":91,""unitType"":""minutes""}","Data could not be retrieved","Universal Pictures Home Entertainment","2019-05-10","https://m.media-amazon.com/images/I/51bAScaNUQL.jpg"
"11575022984","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752919520000","true","1.0","US","AID018LI6001","New Legends","New Legends","[752919520000]","[0752919520000]","B00005RCNC",,"false","false","false","false","true","ID","B00005RCNC","USPS","3.37","79.52","8","12.77",,"A19MO7RU63SWGR","DealTavern USA","13.64","false","true","Data not available","false","https://www.amazon.com/dp/B00005RCNC","LOW","5.0","Video games","106726","Games","967","8","5.0","0.62","6.82","3.94","0.00","Listing price includes shipping","true","keywords","384446097135","USPS","3.37","0.0","0","18.77",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=384446097135","LOW","61.0","61.0","11.38","1.13","0.92","0.00","Listing identified using keywords","true","ID","1647356","USPS","3.37","0.0","0","16.21",,,"https://www.walmart.com/ip/1647356","LOW","52.0","52.0","8.45","2.43","0.00",,"THQ",,,"5.2","0.6","7.5","0.25","5.2","0.6","7.5","0.25","OFFICIAL",,"XBox","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Standard","Teen","Data could not be retrieved","Action / Adventure","Xbox","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","THQ","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","[""Xbox""]","unknown","[""Xbox""]","Data could not be retrieved","THQ","Data could not be retrieved","Data could not be retrieved","THQ","Data could not be retrieved","https://m.media-amazon.com/images/I/51CfoIB5tdL.jpg"
"627735114279","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"883929698677","false","1.0","US","Could not identify the product from a valid resource","IT Chapter Two (BIL/DVD)","IT Chapter Two (BIL/DVD)","[883929698677]","[0883929698677]","B07XKDG2HQ",,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"8.66","0.63","15.67","0.18","OFFICIAL",,"Data could not be retrieved","2019-12-10","[""James McAvoy"",""Jessica Chastain"",""Bill Hader"",""Isaiah Mustafa"",""Jay Ryan"",""James Ransone"",""Teach Grant"",""Bill Skarsgård"",""Andy Bean"",""Jaeden Lieberher""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_a","[{""name"":""Barbara Muschietti"",""role"":""Producer""},{""name"":""Marty P. Ewing"",""role"":""Producer""},{""name"":""Dan Lin"",""role"":""Producer""},{""name"":""David Katzenberg"",""role"":""Producer""},{""name"":""Roy Lee"",""role"":""Producer""},{""name"":""Seth Grahame-Smith"",""role"":""Producer""},{""name"":""Gary Dauberman"",""role"":""Writer""}]","[""Andy Muschietti""]","Data could not be retrieved","SPECIAL EDITION","Data could not be retrieved","[""NTSC""]","Horror","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Home Video","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Home Video","Data could not be retrieved","Data could not be retrieved","Warner Home Video","Data could not be retrieved","https://m.media-amazon.com/images/I/41JpdpHQnFL.jpg"
"74645517797","true","1.0","US","Could not identify the product from a valid resource","Robin Williams - Live On Broadway (DVD, 2002) New Sealed","Robin Williams - Live On Broadway (DVD, 2002).","[74645517797;074645517797]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","275342203601","USPS","4.34","0.0","0","6.42","madspyvsspy311","https://www.ebay.com/itm/Robin-Williams-Live-Broadway-DVD-2002-New-Sealed-/275342203601","UNAVAILABLE","-11.0","-11.0","-0.72","0.00","0.58","0.00",,"true","ID","2069689","USPS","4.34","0.0","0","16.64",,,"https://www.walmart.com/ip/2069689","UNAVAILABLE","45.0","45.0","7.57","2.49","0.00",,,,,,,,,"4.0","4.0","7.0","0.63","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxNDgw/z/rNcAAOSwgFdin~bK/$_12.JPG?set_id=880000500F"
